236	チャイコフスキー	Tschaikowsky	バレエ組曲「白鳥の湖」No6〜8	"Ballet Suite ""The Swan Lake"" No6〜8"	Kalmus	F.O.	×	スコア、Trp3なし	日吉										
237	チャイコフスキー	Tschaikowsky	バレエ組曲「くるみ割り人形」	"Ballet Suite""The Nutcracker"""	Breitkopf&Haertels	F.O.	○		日吉										
238	ヴィヴァルディ	Vivaldi	四季より「春」	La Primavera	Ricordi	F.O.	○		日吉										
239	ヴィヴァルディ	Vivaldi	四季より「冬」	L'Inverno	Peters	F.O.	○		日吉										
240	ヴェルディ	Verdi	アイーダより「凱旋行進曲」	"Triumph March aus ""Aida"" "	Schotts	F.O.	○	スコアなし	日吉										
241	ヴェルディ	Verdi	「椿姫」1、3前奏曲	La Traviata	Ricordi	F.O.	×	スコアなし	日吉	一部Kalmus（中身に違いはなし）									
242	ヴェルディ	Verdi	「シチリア島の夕べの祈り」序曲	"""I Verpri Siciliani"" Overture"		F.O.													
243	ワーグナー	Wagner	タンホイザー	Tannhouser Marsch	Kalmus	F.O.	×	Fg1なし	日吉										
244	ワーグナー	Wagner	ローエングリン第3幕	Einleitung zum 3.Akt aus Lohengrin	Breitkopf&Haertels	F.O.	×	スコアなし											
245	ワーグナー	Wagner	さまよえるオランダ人	The Flying Dutchman	Breitkopf&Haertels	F.O.	×	"Picc、Fl1〜3、Ob1,2、EH、Cl1,2、BCl、CFg、Trp2,3、Tub、Cb、Timpなし"											
246	ワーグナー	Wagner	楽劇「ジークフリート」より森のささやき		Kalmus	F.O.	×	Tubaなし											
247	ワーグナー	Wagner	ジークフリート牧歌	Siegfried-Idyll	Breitkopf&Haertels	F.O.	×	スコアなし											
248	ワーグナー	Wagner	ワルキューレの騎行(ワルキューレ?)	Die Walkure　(oder Walkuerenritt?)	Breitkopf&Haertels	F.O.	×	スコアなし		W	13	ワーグナー	Wagner	神々の黄昏	Goetterdaemmerung	Kalmus	F.O.	○	
249	ウェーバー	Weber	「オベロン」序曲	"Ouverture zur Oper ""Oberon"""	Breitkopf&Haertels	F.O.	×	スコアなし											
250	ウェーバー	Weber	舞踏への招待	Invitation to the Dance	Breitkopf&Haertels	F.O.	×	スコアなし											
251	ワーグナー	Wagner	「ニュルンベルクのマイスタージンガー」第一幕への前奏曲	"Vorspiel zur Oper ""Die Meistersinger von Nuernberg"""	Breitkopf&Haertels	F.O.	○												
252	ウェーバー	Weber	「オイリアンテ」序曲	"Vorspiel zur ""Euryanthe"""		F.O.													
253	ワーグナー	Wagner	ラインの黄金	Das Rheingold		F.O.													
254	ワーグナー	Wagner	序曲「リエンツィ」	"Ouverture ""Rienzi, der letzte der Tribunen"""	Kalmus	F.O.													
255	芥川也寸志	Akutagawa	ワグネルソサィエティー祝典曲		手書き	F.O.	○												
256	織田哲郎	Oda	おどるポンポコリン		NAOS	F.O.	○												
257	団伊久磨	Dan	慶応義塾百周年祝典曲		手書き	F.O.	×	スコアなし											
